platform,user_score,na_sales,eu_sales,jp_sales,other_sales,total_sales
xone,2.1,90.0,20.0,0.0,10.0,120.0
xone,3.0,110.0,70.0,0.0,20.0,200.0
xone,3.1,1660.0,810.0,0.0,250.0,2720.0
xone,3.2,310.0,60.0,0.0,40.0,410.0
xone,4.0,200.0,10.0,0.0,30.0,240.0
xone,4.1,2350.0,970.0,0.0,340.0,3660.0
xone,4.2,20.0,0.0,0.0,0.0,20.0
xone,4.3,2060.0,890.0,0.0,290.0,3240.0
xone,4.4,980.0,2180.0,0.0,250.0,3410.0
xone,4.5,0.0,10.0,0.0,0.0,10.0
xone,4.6,280.0,290.0,0.0,50.0,620.0
xone,4.8,180.0,150.0,0.0,30.0,360.0
xone,4.9,20.0,30.0,0.0,0.0,50.0
xone,5.1,1880.0,1120.0,30.0,300.0,3330.0
xone,5.2,960.0,290.0,0.0,130.0,1380.0
xone,5.3,210.0,270.0,0.0,50.0,530.0
xone,5.4,4000.0,3080.0,10.0,660.0,7750.0
xone,5.5,3080.0,3200.0,0.0,550.0,6830.0
xone,5.6,720.0,340.0,0.0,110.0,1170.0
xone,5.64,300.0,360.0,0.0,60.0,720.0
xone,5.67,360.0,240.0,0.0,60.0,660.0
xone,5.7,1400.0,590.0,0.0,200.0,2190.0
xone,5.75,6630.0,3390.0,30.0,1000.0,11050.0
xone,5.78,260.0,70.0,0.0,40.0,370.0
xone,5.8,1920.0,1510.0,0.0,330.0,3760.0
xone,5.9,3210.0,1200.0,10.0,450.0,4870.0
xone,6.0,750.0,250.0,0.0,110.0,1110.0
xone,6.1,3790.0,1140.0,0.0,530.0,5460.0
xone,6.2,6410.0,2100.0,10.0,890.0,9410.0
xone,6.3,1760.0,320.0,0.0,230.0,2310.0
xone,6.4,6780.0,2530.0,70.0,970.0,10350.0
xone,6.45,190.0,150.0,10.0,30.0,380.0
xone,6.6,2410.0,1240.0,0.0,370.0,4020.0
xone,6.62,10.0,0.0,0.0,0.0,10.0
xone,6.7,490.0,330.0,0.0,80.0,900.0
xone,6.73,100.0,90.0,0.0,20.0,210.0
xone,6.8,2430.0,1150.0,20.0,360.0,3960.0
xone,6.9,3930.0,2060.0,0.0,620.0,6610.0
xone,6.95,140.0,60.0,0.0,20.0,220.0
xone,7.0,1220.0,780.0,0.0,170.0,2170.0
xone,7.1,1700.0,1030.0,0.0,260.0,2990.0
xone,7.15,0.0,40.0,0.0,0.0,40.0
xone,7.2,2470.0,1330.0,30.0,370.0,4200.0
xone,7.3,1930.0,910.0,10.0,300.0,3150.0
xone,7.4,2300.0,1370.0,0.0,350.0,4020.0
xone,7.5,5850.0,2190.0,10.0,840.0,8890.0
xone,7.6,30.0,40.0,0.0,10.0,80.0
xone,7.63,410.0,270.0,0.0,70.0,750.0
xone,7.7,1450.0,940.0,10.0,220.0,2620.0
xone,7.75,330.0,210.0,0.0,50.0,590.0
xone,7.78,40.0,20.0,0.0,10.0,70.0
xone,7.8,1750.0,980.0,20.0,270.0,3020.0
xone,7.9,3900.0,3390.0,30.0,670.0,7990.0
xone,7.93,100.0,90.0,0.0,20.0,210.0
xone,8.0,2060.0,1700.0,30.0,340.0,4130.0
xone,8.1,380.0,250.0,0.0,50.0,680.0
xone,8.2,1830.0,1620.0,10.0,320.0,3780.0
xone,8.3,210.0,320.0,0.0,40.0,570.0
xone,8.35,40.0,70.0,0.0,10.0,120.0
xone,8.4,980.0,510.0,0.0,160.0,1650.0
xone,8.5,610.0,300.0,0.0,90.0,1000.0
xone,8.6,260.0,90.0,0.0,40.0,390.0
xone,8.7,130.0,60.0,0.0,20.0,210.0
xone,8.8,10.0,0.0,0.0,0.0,10.0
xone,8.9,30.0,10.0,0.0,0.0,40.0
xone,9.2,690.0,500.0,0.0,110.0,1300.0
