platform,critic_score,na_sales,eu_sales,jp_sales,other_sales,total_sales
3ds,26.0,10.0,10.0,0.0,0.0,20.0
3ds,34.0,0.0,30.0,0.0,0.0,30.0
3ds,38.0,0.0,10.0,0.0,0.0,10.0
3ds,42.0,90.0,30.0,0.0,10.0,130.0
3ds,43.0,370.0,250.0,20.0,50.0,690.0
3ds,44.0,250.0,60.0,50.0,30.0,390.0
3ds,45.0,30.0,0.0,0.0,0.0,30.0
3ds,46.0,30.0,0.0,720.0,0.0,750.0
3ds,47.0,440.0,400.0,40.0,90.0,970.0
3ds,47.67,110.0,0.0,0.0,10.0,120.0
3ds,48.0,50.0,40.0,0.0,10.0,100.0
3ds,49.0,460.0,170.0,60.0,60.0,750.0
3ds,50.0,80.0,30.0,0.0,10.0,120.0
3ds,51.0,1180.0,2260.0,2000.0,280.0,5720.0
3ds,52.0,530.0,520.0,60.0,110.0,1220.0
3ds,52.5,0.0,0.0,160.0,0.0,160.0
3ds,52.67,50.0,40.0,0.0,10.0,100.0
3ds,53.0,210.0,120.0,100.0,30.0,460.0
3ds,54.0,400.0,90.0,60.0,40.0,590.0
3ds,55.0,320.0,180.0,50.0,50.0,600.0
3ds,56.0,1020.0,420.0,350.0,140.0,1930.0
3ds,57.0,820.0,680.0,840.0,130.0,2470.0
3ds,58.0,690.0,230.0,210.0,80.0,1210.0
3ds,58.5,1840.0,1520.0,760.0,310.0,4430.0
3ds,59.0,870.0,550.0,540.0,130.0,2090.0
3ds,60.0,260.0,240.0,400.0,40.0,940.0
3ds,61.0,1140.0,980.0,400.0,200.0,2720.0
3ds,62.0,550.0,220.0,30.0,70.0,870.0
3ds,63.0,0.0,0.0,80.0,0.0,80.0
3ds,64.0,740.0,670.0,380.0,130.0,1920.0
3ds,65.0,430.0,420.0,230.0,80.0,1160.0
3ds,65.5,2350.0,1410.0,1000.0,350.0,5110.0
3ds,66.0,1540.0,1660.0,1560.0,260.0,5020.0
3ds,66.5,540.0,100.0,0.0,50.0,690.0
3ds,67.0,1390.0,1430.0,840.0,260.0,3920.0
3ds,68.0,790.0,540.0,1050.0,120.0,2500.0
3ds,69.0,1460.0,990.0,970.0,230.0,3650.0
3ds,69.5,0.0,0.0,70.0,0.0,70.0
3ds,69.75,100.0,120.0,0.0,20.0,240.0
3ds,70.0,350.0,350.0,880.0,50.0,1630.0
3ds,70.5,3270.0,1390.0,3050.0,480.0,8190.0
3ds,70.75,310.0,230.0,30.0,50.0,620.0
3ds,70.83,280.0,310.0,50.0,50.0,690.0
3ds,71.0,1650.0,1320.0,830.0,260.0,4060.0
3ds,71.83,100.0,330.0,130.0,50.0,610.0
3ds,72.0,7050.0,5810.0,14420.0,1080.0,28360.0
3ds,72.5,4560.0,3520.0,10310.0,770.0,19160.0
3ds,73.0,1800.0,1190.0,5220.0,270.0,8480.0
3ds,73.33,170.0,100.0,0.0,20.0,290.0
3ds,73.5,210.0,200.0,220.0,40.0,670.0
3ds,74.0,1870.0,1010.0,10140.0,250.0,13270.0
3ds,74.5,1020.0,670.0,2780.0,150.0,4620.0
3ds,75.0,2960.0,1230.0,1520.0,380.0,6090.0
3ds,75.5,0.0,50.0,830.0,0.0,880.0
3ds,76.0,810.0,680.0,2630.0,130.0,4250.0
3ds,77.0,1930.0,1150.0,2470.0,310.0,5860.0
3ds,77.33,0.0,0.0,190.0,0.0,190.0
3ds,77.5,0.0,0.0,110.0,0.0,110.0
3ds,77.6,20.0,0.0,0.0,0.0,20.0
3ds,78.0,4860.0,4150.0,4660.0,810.0,14480.0
3ds,78.5,0.0,0.0,500.0,0.0,500.0
3ds,79.0,670.0,1140.0,890.0,180.0,2880.0
3ds,80.0,1410.0,1160.0,1490.0,230.0,4290.0
3ds,81.0,1180.0,1030.0,1280.0,190.0,3680.0
3ds,81.33,100.0,80.0,100.0,20.0,300.0
3ds,82.0,970.0,890.0,440.0,160.0,2460.0
3ds,83.0,4260.0,1950.0,4260.0,620.0,11090.0
3ds,84.0,460.0,290.0,1960.0,70.0,2780.0
3ds,85.0,5700.0,4540.0,2890.0,1020.0,14150.0
3ds,86.0,2480.0,1870.0,3730.0,400.0,8480.0
3ds,86.4,0.0,220.0,0.0,10.0,230.0
3ds,86.5,0.0,0.0,60.0,0.0,60.0
3ds,87.0,740.0,620.0,410.0,130.0,1900.0
3ds,88.0,2060.0,2360.0,4390.0,390.0,9200.0
3ds,89.0,1150.0,550.0,1330.0,170.0,3200.0
3ds,90.0,4970.0,3040.0,2160.0,790.0,10960.0
3ds,91.0,1400.0,1010.0,460.0,230.0,3100.0
3ds,92.0,1170.0,590.0,660.0,170.0,2590.0
dc,58.5,0.0,0.0,40.0,0.0,40.0
dc,59.0,0.0,0.0,90.0,0.0,90.0
dc,63.0,0.0,0.0,350.0,0.0,350.0
dc,64.5,1120.0,50.0,960.0,20.0,2150.0
dc,65.0,0.0,0.0,40.0,0.0,40.0
dc,65.5,410.0,230.0,470.0,30.0,1140.0
dc,68.0,0.0,0.0,330.0,0.0,330.0
dc,69.0,0.0,0.0,290.0,0.0,290.0
dc,69.75,0.0,0.0,390.0,0.0,390.0
dc,70.5,0.0,0.0,320.0,0.0,320.0
dc,71.5,0.0,0.0,100.0,0.0,100.0
dc,72.0,0.0,0.0,20.0,0.0,20.0
dc,74.5,1100.0,510.0,120.0,80.0,1810.0
dc,78.0,0.0,0.0,580.0,0.0,580.0
dc,80.0,0.0,0.0,410.0,0.0,410.0
dc,81.0,0.0,0.0,170.0,0.0,170.0
dc,82.0,0.0,0.0,590.0,0.0,590.0
dc,82.5,1260.0,610.0,460.0,80.0,2410.0
dc,83.0,0.0,0.0,50.0,0.0,50.0
dc,84.0,0.0,0.0,130.0,0.0,130.0
dc,88.0,520.0,240.0,590.0,40.0,1390.0
dc,88.5,0.0,0.0,510.0,0.0,510.0
dc,89.0,0.0,0.0,400.0,0.0,400.0
dc,90.0,0.0,0.0,200.0,0.0,200.0
dc,93.0,0.0,0.0,90.0,0.0,90.0
dc,97.0,1020.0,50.0,0.0,20.0,1090.0
dc,98.0,0.0,0.0,340.0,0.0,340.0
ds,19.0,130.0,0.0,0.0,10.0,140.0
ds,20.0,1150.0,400.0,0.0,150.0,1700.0
ds,23.0,70.0,0.0,0.0,10.0,80.0
ds,25.0,470.0,250.0,0.0,80.0,800.0
ds,26.0,140.0,0.0,0.0,10.0,150.0
ds,27.0,30.0,0.0,0.0,0.0,30.0
ds,28.0,330.0,0.0,0.0,30.0,360.0
ds,31.0,50.0,0.0,0.0,0.0,50.0
ds,31.5,120.0,0.0,0.0,10.0,130.0
ds,32.0,80.0,0.0,0.0,10.0,90.0
ds,33.0,400.0,20.0,0.0,30.0,450.0
ds,34.0,380.0,0.0,470.0,30.0,880.0
ds,35.0,350.0,0.0,0.0,20.0,370.0
ds,36.0,190.0,30.0,140.0,20.0,380.0
ds,37.0,520.0,0.0,10.0,40.0,570.0
ds,38.0,550.0,50.0,0.0,40.0,640.0
ds,39.0,530.0,20.0,0.0,40.0,590.0
ds,40.0,260.0,150.0,0.0,30.0,440.0
ds,40.5,40.0,0.0,0.0,0.0,40.0
ds,41.0,220.0,20.0,0.0,10.0,250.0
ds,42.0,360.0,180.0,0.0,30.0,570.0
ds,43.0,1200.0,370.0,0.0,150.0,1720.0
ds,44.0,2200.0,70.0,10.0,170.0,2450.0
ds,45.0,2320.0,410.0,0.0,250.0,2980.0
ds,46.0,1290.0,270.0,390.0,150.0,2100.0
ds,47.0,2820.0,500.0,0.0,290.0,3610.0
ds,48.0,1880.0,1110.0,0.0,320.0,3310.0
ds,49.0,1650.0,1130.0,200.0,300.0,3280.0
ds,50.0,1670.0,400.0,30.0,190.0,2290.0
ds,50.5,30.0,10.0,0.0,0.0,40.0
ds,51.0,1170.0,670.0,0.0,210.0,2050.0
ds,52.0,610.0,480.0,0.0,130.0,1220.0
ds,53.0,1660.0,290.0,110.0,180.0,2240.0
ds,54.0,2910.0,1660.0,440.0,480.0,5490.0
ds,55.0,1950.0,600.0,140.0,250.0,2940.0
ds,55.33,350.0,210.0,0.0,60.0,620.0
ds,56.0,3700.0,1000.0,60.0,430.0,5190.0
ds,56.33,240.0,0.0,0.0,20.0,260.0
ds,57.0,2370.0,800.0,310.0,310.0,3790.0
ds,57.25,50.0,0.0,0.0,0.0,50.0
ds,57.5,110.0,0.0,0.0,10.0,120.0
ds,57.67,350.0,80.0,0.0,40.0,470.0
ds,58.0,3360.0,940.0,150.0,390.0,4840.0
ds,58.5,7200.0,2140.0,1970.0,860.0,12170.0
ds,59.0,4550.0,2440.0,2300.0,730.0,10020.0
ds,59.5,180.0,100.0,0.0,30.0,310.0
ds,60.0,5330.0,1580.0,360.0,660.0,7930.0
ds,61.0,10540.0,3460.0,2400.0,1330.0,17730.0
ds,61.5,4240.0,1310.0,1010.0,550.0,7110.0
ds,61.67,200.0,80.0,0.0,20.0,300.0
ds,62.0,10340.0,4330.0,3140.0,1320.0,19130.0
ds,62.67,300.0,270.0,0.0,70.0,640.0
ds,63.0,15570.0,6670.0,10540.0,1990.0,34770.0
ds,64.0,3040.0,250.0,150.0,260.0,3700.0
ds,64.5,0.0,30.0,0.0,0.0,30.0
ds,65.0,20940.0,6050.0,2550.0,2560.0,32100.0
ds,65.12,580.0,0.0,0.0,40.0,620.0
ds,65.33,200.0,10.0,0.0,20.0,230.0
ds,65.5,1650.0,520.0,580.0,220.0,2970.0
ds,66.0,24960.0,6250.0,8030.0,2850.0,42090.0
ds,66.5,3230.0,1980.0,680.0,420.0,6310.0
ds,67.0,25010.0,13290.0,3650.0,4010.0,45960.0
ds,67.25,130.0,10.0,0.0,10.0,150.0
ds,67.67,140.0,0.0,0.0,10.0,150.0
ds,68.0,8530.0,2670.0,12060.0,900.0,24160.0
ds,68.33,260.0,210.0,0.0,50.0,520.0
ds,68.5,0.0,0.0,230.0,0.0,230.0
ds,69.0,15480.0,7450.0,6980.0,2130.0,32040.0
ds,70.0,23890.0,8650.0,8250.0,3140.0,43930.0
ds,70.25,250.0,30.0,0.0,20.0,300.0
ds,70.5,570.0,280.0,280.0,80.0,1210.0
ds,71.0,6170.0,4220.0,2080.0,1100.0,13570.0
ds,71.4,0.0,120.0,0.0,10.0,130.0
ds,71.5,300.0,130.0,1830.0,30.0,2290.0
ds,71.67,80.0,0.0,0.0,10.0,90.0
ds,71.83,160.0,0.0,250.0,10.0,420.0
ds,72.0,16190.0,7820.0,11310.0,2340.0,37660.0
ds,72.5,3680.0,1560.0,5440.0,550.0,11230.0
ds,72.75,50.0,0.0,0.0,0.0,50.0
ds,73.0,12890.0,6320.0,9450.0,2120.0,30780.0
ds,73.5,0.0,0.0,440.0,0.0,440.0
ds,74.0,6800.0,5220.0,2600.0,1320.0,15940.0
ds,74.2,390.0,240.0,0.0,60.0,690.0
ds,74.5,3180.0,1980.0,3140.0,460.0,8760.0
ds,75.0,18190.0,15450.0,6550.0,4130.0,44320.0
ds,75.5,50.0,0.0,1170.0,0.0,1220.0
ds,75.75,300.0,0.0,0.0,20.0,320.0
ds,76.0,4390.0,1230.0,3210.0,580.0,9410.0
ds,77.0,10610.0,15210.0,12760.0,3500.0,42080.0
ds,77.67,220.0,130.0,0.0,30.0,380.0
ds,77.83,100.0,650.0,0.0,110.0,860.0
ds,78.0,3140.0,1190.0,3100.0,440.0,7870.0
ds,79.0,6350.0,1420.0,650.0,680.0,9100.0
ds,80.0,8400.0,2690.0,2130.0,1060.0,14280.0
ds,81.0,5790.0,2210.0,3350.0,760.0,12110.0
ds,81.67,60.0,0.0,0.0,0.0,60.0
ds,82.0,3190.0,2120.0,670.0,520.0,6500.0
ds,82.2,140.0,370.0,0.0,70.0,580.0
ds,83.0,6210.0,5600.0,7480.0,1530.0,20820.0
ds,84.0,2250.0,2140.0,3750.0,570.0,8710.0
ds,85.0,3180.0,2560.0,1940.0,710.0,8390.0
ds,86.0,4030.0,5150.0,6630.0,1220.0,17030.0
ds,87.0,2580.0,1610.0,5090.0,460.0,9740.0
ds,88.0,640.0,50.0,270.0,50.0,1010.0
ds,89.0,11620.0,9170.0,6530.0,2910.0,30230.0
ds,90.0,2150.0,1820.0,990.0,510.0,5470.0
ds,91.0,9710.0,7470.0,4130.0,1900.0,23210.0
ds,92.0,610.0,160.0,490.0,80.0,1340.0
ds,93.0,580.0,560.0,50.0,140.0,1330.0
gb,61.67,940.0,620.0,100.0,70.0,1730.0
gb,63.0,0.0,0.0,140.0,0.0,140.0
gb,64.5,0.0,0.0,170.0,0.0,170.0
gb,65.0,920.0,530.0,410.0,60.0,1920.0
gb,66.0,3810.0,1430.0,1090.0,200.0,6530.0
gb,68.0,870.0,520.0,410.0,60.0,1860.0
gb,70.0,0.0,0.0,830.0,0.0,830.0
gb,70.5,500.0,180.0,760.0,60.0,1500.0
gb,71.0,1110.0,510.0,690.0,230.0,2540.0
gb,73.0,0.0,0.0,3870.0,0.0,3870.0
gb,73.5,0.0,0.0,200.0,0.0,200.0
gb,75.0,290.0,170.0,750.0,20.0,1230.0
gb,77.0,0.0,0.0,310.0,0.0,310.0
gb,78.0,1040.0,720.0,1190.0,130.0,3080.0
gb,81.0,14890.0,11220.0,13970.0,1310.0,41390.0
gb,82.0,0.0,0.0,420.0,0.0,420.0
gb,82.5,0.0,0.0,380.0,0.0,380.0
gb,83.0,2550.0,1560.0,4680.0,1000.0,9790.0
gb,85.5,0.0,0.0,1670.0,10.0,1680.0
gb,86.0,0.0,0.0,400.0,0.0,400.0
gb,88.0,1490.0,730.0,2990.0,110.0,5320.0
gb,92.0,900.0,380.0,10.0,50.0,1340.0
gb,94.0,0.0,0.0,70.0,0.0,70.0
gba,23.0,40.0,10.0,0.0,0.0,50.0
gba,24.0,50.0,20.0,0.0,0.0,70.0
gba,27.0,220.0,80.0,0.0,10.0,310.0
gba,30.0,110.0,40.0,0.0,0.0,150.0
gba,33.0,70.0,30.0,0.0,0.0,100.0
gba,35.0,40.0,20.0,0.0,0.0,60.0
gba,36.0,220.0,80.0,0.0,10.0,310.0
gba,37.0,40.0,10.0,0.0,0.0,50.0
gba,38.0,580.0,210.0,0.0,10.0,800.0
gba,39.0,960.0,360.0,0.0,20.0,1340.0
gba,39.5,140.0,50.0,0.0,0.0,190.0
gba,40.0,960.0,350.0,0.0,20.0,1330.0
gba,41.0,160.0,60.0,0.0,0.0,220.0
gba,42.0,380.0,140.0,0.0,10.0,530.0
gba,43.0,30.0,10.0,0.0,0.0,40.0
gba,44.0,90.0,40.0,0.0,0.0,130.0
gba,44.5,20.0,10.0,0.0,0.0,30.0
gba,45.0,350.0,130.0,0.0,10.0,490.0
gba,46.0,810.0,300.0,0.0,20.0,1130.0
gba,47.0,1090.0,410.0,0.0,30.0,1530.0
gba,48.0,410.0,160.0,0.0,10.0,580.0
gba,49.0,2230.0,820.0,0.0,40.0,3090.0
gba,49.33,30.0,10.0,0.0,0.0,40.0
gba,50.0,1380.0,520.0,0.0,30.0,1930.0
gba,51.0,90.0,30.0,0.0,0.0,120.0
gba,51.2,400.0,150.0,0.0,10.0,560.0
gba,52.0,1330.0,1220.0,30.0,110.0,2690.0
gba,52.33,40.0,20.0,0.0,0.0,60.0
gba,53.0,3460.0,830.0,120.0,110.0,4520.0
gba,53.67,80.0,30.0,0.0,0.0,110.0
gba,54.0,660.0,250.0,280.0,20.0,1210.0
gba,54.5,140.0,50.0,0.0,0.0,190.0
gba,55.0,3490.0,1640.0,210.0,150.0,5490.0
gba,56.0,480.0,170.0,0.0,10.0,660.0
gba,56.5,20.0,10.0,0.0,0.0,30.0
gba,57.0,1170.0,440.0,0.0,10.0,1620.0
gba,58.0,2060.0,730.0,860.0,70.0,3720.0
gba,59.0,1200.0,440.0,0.0,30.0,1670.0
gba,60.0,2130.0,770.0,300.0,50.0,3250.0
gba,61.0,1040.0,390.0,70.0,10.0,1510.0
gba,61.33,30.0,10.0,0.0,0.0,40.0
gba,61.5,1260.0,470.0,0.0,30.0,1760.0
gba,61.8,290.0,110.0,0.0,10.0,410.0
gba,62.0,2770.0,1030.0,150.0,70.0,4020.0
gba,62.5,1910.0,1170.0,40.0,150.0,3270.0
gba,63.0,2290.0,830.0,0.0,30.0,3150.0
gba,63.67,10.0,0.0,0.0,0.0,10.0
gba,64.0,6040.0,2370.0,1160.0,240.0,9810.0
gba,64.5,600.0,220.0,0.0,10.0,830.0
gba,65.0,14780.0,5390.0,1020.0,350.0,21540.0
gba,66.0,3390.0,1260.0,430.0,70.0,5150.0
gba,67.0,1820.0,680.0,120.0,30.0,2650.0
gba,67.25,180.0,70.0,0.0,0.0,250.0
gba,67.5,50.0,20.0,0.0,0.0,70.0
gba,68.0,5390.0,2000.0,1070.0,160.0,8620.0
gba,68.5,6410.0,2370.0,0.0,100.0,8880.0
gba,69.0,7920.0,3180.0,1700.0,390.0,13190.0
gba,69.5,90.0,30.0,320.0,10.0,450.0
gba,70.0,7000.0,2620.0,4400.0,300.0,14320.0
gba,70.5,3670.0,1290.0,950.0,200.0,6110.0
gba,70.67,880.0,330.0,0.0,20.0,1230.0
gba,71.0,4830.0,1690.0,0.0,130.0,6650.0
gba,71.5,70.0,30.0,0.0,0.0,100.0
gba,72.0,2690.0,1080.0,610.0,120.0,4500.0
gba,72.5,500.0,190.0,240.0,10.0,940.0
gba,73.0,4430.0,1010.0,930.0,140.0,6510.0
gba,74.0,3200.0,1540.0,660.0,210.0,5610.0
gba,74.5,5290.0,3010.0,3520.0,370.0,12190.0
gba,75.0,5010.0,1800.0,2520.0,200.0,9530.0
gba,75.83,190.0,70.0,0.0,0.0,260.0
gba,76.0,16670.0,8520.0,10820.0,1130.0,37140.0
gba,76.5,10.0,10.0,350.0,10.0,380.0
gba,77.0,3930.0,1470.0,450.0,110.0,5960.0
gba,77.33,50.0,20.0,0.0,0.0,70.0
gba,78.0,5260.0,2080.0,920.0,240.0,8500.0
gba,79.0,7210.0,2910.0,460.0,210.0,10790.0
gba,80.0,1950.0,700.0,660.0,70.0,3380.0
gba,81.0,4730.0,1400.0,1870.0,180.0,8180.0
gba,82.0,1700.0,620.0,320.0,40.0,2680.0
gba,83.0,1520.0,820.0,470.0,80.0,2890.0
gba,84.0,4930.0,1900.0,2540.0,280.0,9650.0
gba,85.0,1300.0,480.0,520.0,40.0,2340.0
gba,86.0,1510.0,620.0,640.0,200.0,2970.0
gba,87.0,2260.0,1170.0,1150.0,180.0,4760.0
gba,88.0,1620.0,1000.0,1240.0,120.0,3980.0
gba,89.0,1960.0,610.0,220.0,120.0,2910.0
gba,90.0,370.0,140.0,0.0,10.0,520.0
gba,90.25,230.0,80.0,0.0,10.0,320.0
gba,90.5,90.0,30.0,0.0,0.0,120.0
gba,91.0,1730.0,670.0,450.0,80.0,2930.0
gba,92.0,1680.0,460.0,450.0,80.0,2670.0
gba,93.0,2620.0,1640.0,990.0,230.0,5480.0
gba,95.0,2600.0,830.0,330.0,120.0,3880.0
gc,19.0,190.0,50.0,0.0,10.0,250.0
gc,23.0,10.0,0.0,0.0,0.0,10.0
gc,27.0,10.0,0.0,0.0,0.0,10.0
gc,29.0,60.0,20.0,0.0,0.0,80.0
gc,31.5,10.0,0.0,0.0,0.0,10.0
gc,33.0,160.0,40.0,0.0,10.0,210.0
gc,35.0,30.0,10.0,0.0,0.0,40.0
gc,36.0,300.0,70.0,0.0,0.0,370.0
gc,39.0,550.0,140.0,0.0,10.0,700.0
gc,40.0,130.0,30.0,0.0,0.0,160.0
gc,42.0,220.0,60.0,0.0,10.0,290.0
gc,44.0,130.0,30.0,0.0,0.0,160.0
gc,46.0,290.0,70.0,0.0,10.0,370.0
gc,47.0,610.0,140.0,0.0,20.0,770.0
gc,48.0,710.0,180.0,0.0,30.0,920.0
gc,49.0,590.0,150.0,0.0,20.0,760.0
gc,50.0,390.0,100.0,0.0,10.0,500.0
