platform,critic_score,na_sales,eu_sales,jp_sales,other_sales,total_sales
xone,36.0,160.0,20.0,0.0,20.0,200.0
xone,39.0,90.0,20.0,0.0,10.0,120.0
xone,45.0,20.0,0.0,0.0,0.0,20.0
xone,48.0,30.0,20.0,0.0,0.0,50.0
xone,49.0,70.0,70.0,0.0,10.0,150.0
xone,51.0,260.0,220.0,0.0,40.0,520.0
xone,52.0,10.0,10.0,0.0,0.0,20.0
xone,53.0,280.0,70.0,0.0,40.0,390.0
xone,54.0,40.0,50.0,0.0,10.0,100.0
xone,55.0,50.0,10.0,0.0,0.0,60.0
xone,56.0,300.0,230.0,0.0,50.0,580.0
xone,58.0,120.0,110.0,0.0,20.0,250.0
xone,59.0,310.0,60.0,0.0,40.0,410.0
xone,60.0,1650.0,930.0,30.0,260.0,2870.0
xone,61.0,90.0,30.0,0.0,10.0,130.0
xone,62.0,50.0,50.0,0.0,10.0,110.0
xone,63.0,320.0,180.0,0.0,40.0,540.0
xone,64.0,360.0,500.0,0.0,70.0,930.0
xone,65.0,40.0,130.0,0.0,10.0,180.0
xone,65.5,300.0,330.0,0.0,60.0,690.0
xone,66.0,340.0,60.0,0.0,40.0,440.0
xone,67.0,480.0,430.0,0.0,80.0,990.0
xone,68.0,130.0,130.0,0.0,20.0,280.0
xone,69.0,490.0,250.0,0.0,70.0,810.0
xone,70.0,1190.0,530.0,0.0,170.0,1890.0
xone,70.5,10.0,30.0,0.0,0.0,40.0
xone,71.0,1850.0,1130.0,10.0,290.0,3280.0
xone,72.0,3400.0,1600.0,0.0,500.0,5500.0
xone,73.0,1270.0,380.0,0.0,180.0,1830.0
xone,73.5,1900.0,990.0,0.0,290.0,3180.0
xone,74.0,3140.0,1600.0,10.0,450.0,5200.0
xone,74.5,0.0,50.0,0.0,0.0,50.0
xone,75.0,2920.0,1250.0,10.0,420.0,4600.0
xone,76.0,7830.0,4170.0,30.0,1180.0,13210.0
xone,77.0,2110.0,1110.0,10.0,330.0,3560.0
xone,77.5,40.0,30.0,0.0,10.0,80.0
xone,77.67,610.0,350.0,0.0,90.0,1050.0
xone,78.0,6620.0,3460.0,10.0,1000.0,11090.0
xone,78.5,510.0,310.0,0.0,80.0,900.0
xone,79.0,2310.0,1460.0,10.0,370.0,4150.0
xone,79.67,50.0,0.0,0.0,10.0,60.0
xone,79.75,10.0,0.0,0.0,0.0,10.0
xone,80.0,3930.0,1360.0,0.0,560.0,5850.0
xone,80.4,220.0,60.0,0.0,30.0,310.0
xone,80.67,150.0,130.0,0.0,30.0,310.0
xone,81.0,5850.0,3030.0,10.0,890.0,9780.0
xone,81.33,100.0,90.0,0.0,20.0,210.0
xone,81.5,10.0,0.0,0.0,0.0,10.0
xone,82.0,5640.0,2690.0,10.0,860.0,9200.0
xone,83.0,1390.0,260.0,0.0,180.0,1830.0
xone,83.25,40.0,20.0,0.0,10.0,70.0
xone,84.0,7530.0,6280.0,40.0,1280.0,15130.0
xone,85.0,3480.0,1840.0,30.0,540.0,5890.0
xone,85.4,1480.0,550.0,0.0,210.0,2240.0
xone,85.5,80.0,40.0,0.0,10.0,130.0
xone,86.0,6960.0,3040.0,70.0,1020.0,11090.0
xone,87.0,3850.0,2900.0,40.0,640.0,7430.0
xone,88.0,3040.0,2060.0,10.0,490.0,5600.0
xone,88.5,90.0,50.0,0.0,10.0,150.0
xone,89.0,850.0,230.0,0.0,120.0,1200.0
xone,90.0,860.0,60.0,0.0,110.0,1030.0
xone,91.0,2010.0,1660.0,0.0,340.0,4010.0
xone,94.0,410.0,270.0,0.0,70.0,750.0
xone,95.0,410.0,260.0,10.0,70.0,750.0
xone,97.0,2810.0,2190.0,0.0,470.0,5470.0
