platform,year_of_release,na_sales,eu_sales,jp_sales,other_sales,total_sales
xb,1982.0,0.0,0.0,0.0,0.0,
xb,1983.0,0.0,0.0,0.0,0.0,
xb,1984.0,0.0,0.0,0.0,0.0,
xb,1985.0,0.0,0.0,0.0,0.0,
xb,1986.0,50.0,10.0,0.0,0.0,
xb,1987.0,0.0,0.0,0.0,0.0,
xb,1988.0,0.0,0.0,0.0,0.0,
xb,1989.0,0.0,0.0,0.0,0.0,
xb,1990.0,0.0,0.0,0.0,0.0,
xb,1991.0,0.0,0.0,0.0,0.0,
xb,1992.0,0.0,0.0,0.0,0.0,
xb,1993.0,0.0,0.0,0.0,0.0,
xb,1994.0,0.0,0.0,0.0,0.0,
xb,1995.0,0.0,0.0,0.0,0.0,
xb,1996.0,0.0,0.0,0.0,0.0,
xb,1997.0,0.0,0.0,0.0,0.0,
xb,1998.0,0.0,0.0,0.0,0.0,
xb,1999.0,0.0,0.0,0.0,0.0,
xb,2000.0,740.0,210.0,0.0,40.0,
xb,2001.0,17240.0,4700.0,370.0,660.0,
xb,2002.0,35720.0,12210.0,490.0,1780.0,
xb,2003.0,39460.0,13530.0,300.0,1910.0,
xb,2004.0,50090.0,15240.0,200.0,2230.0,
xb,2005.0,35110.0,12560.0,20.0,1740.0,
xb,2006.0,7510.0,2260.0,0.0,320.0,
xb,2007.0,410.0,120.0,0.0,20.0,
xb,2008.0,130.0,40.0,0.0,10.0,
xb,2009.0,0.0,0.0,0.0,0.0,
xb,2010.0,0.0,0.0,0.0,0.0,
xb,2011.0,0.0,0.0,0.0,0.0,
xb,2012.0,0.0,0.0,0.0,0.0,
xb,2013.0,0.0,0.0,0.0,0.0,
xb,2014.0,0.0,0.0,0.0,0.0,
xb,2015.0,0.0,0.0,0.0,0.0,
xb,2016.0,0.0,0.0,0.0,0.0,
xb,2017.0,0.0,0.0,0.0,0.0,
xb,2019.0,0.0,0.0,0.0,0.0,
xb,2021.0,0.0,0.0,0.0,0.0,
xb,2022.0,230.0,70.0,0.0,10.0,
xb,2023.0,0.0,0.0,0.0,0.0,
xone,1977.0,0.0,0.0,0.0,0.0,
xone,1978.0,0.0,0.0,0.0,0.0,
xone,1979.0,0.0,0.0,0.0,0.0,
xone,1980.0,0.0,0.0,0.0,0.0,
xone,1981.0,0.0,0.0,0.0,0.0,
xone,1982.0,0.0,0.0,0.0,0.0,
xone,1983.0,0.0,0.0,0.0,0.0,
xone,1984.0,0.0,0.0,0.0,0.0,
xone,1985.0,0.0,0.0,0.0,0.0,
xone,1986.0,0.0,0.0,0.0,0.0,
xone,1987.0,0.0,0.0,0.0,0.0,
xone,1988.0,0.0,0.0,0.0,0.0,
xone,1989.0,0.0,0.0,0.0,0.0,
xone,1990.0,0.0,0.0,0.0,0.0,
xone,1991.0,0.0,0.0,0.0,0.0,
xone,1992.0,0.0,0.0,0.0,0.0,
xone,1993.0,0.0,0.0,0.0,0.0,
xone,1994.0,0.0,0.0,0.0,0.0,
xone,1995.0,0.0,0.0,0.0,0.0,
xone,1996.0,0.0,0.0,0.0,0.0,
xone,1997.0,0.0,0.0,0.0,0.0,
xone,1998.0,0.0,0.0,0.0,0.0,
xone,1999.0,0.0,0.0,0.0,0.0,
xone,2000.0,0.0,0.0,0.0,0.0,
xone,2001.0,0.0,0.0,0.0,0.0,
xone,2002.0,0.0,0.0,0.0,0.0,
xone,2003.0,0.0,0.0,0.0,0.0,
xone,2004.0,0.0,0.0,0.0,0.0,
xone,2005.0,0.0,0.0,0.0,0.0,
xone,2006.0,0.0,0.0,0.0,0.0,
xone,2007.0,0.0,0.0,0.0,0.0,
xone,2008.0,0.0,0.0,0.0,0.0,
xone,2009.0,0.0,0.0,0.0,0.0,
xone,2010.0,0.0,0.0,0.0,0.0,
xone,2011.0,0.0,0.0,0.0,0.0,
xone,2012.0,0.0,0.0,0.0,0.0,
xone,2013.0,11850.0,5340.0,20.0,1750.0,
xone,2014.0,30970.0,18150.0,140.0,4810.0,
xone,2015.0,36030.0,18470.0,170.0,5470.0,
xone,2016.0,14270.0,9630.0,10.0,2240.0,
xone,2017.0,0.0,0.0,0.0,0.0,
xone,2019.0,0.0,0.0,0.0,0.0,
xone,2021.0,0.0,0.0,0.0,0.0,
xone,2022.0,0.0,0.0,0.0,0.0,
xone,2023.0,0.0,0.0,0.0,0.0,
